Price,Area,Bedrooms,Bathrooms,Property_Type,Furnishing,Latitude,Longitude,Locality,Nearest_Hospital_km,Nearest_School_km,Nearest_Metro_km,Nearest_Bus_Stop_km,Nearest_Park_km,Nearest_Mall_km,Crime_Rate,Population_Density,Literacy_Rate,Household_Count,AQI,PM2.5,PM10,Price_Per_Sqft,Price_Per_Sqft_Outlier,Price_Tier,Is_Well_Connected,Amenity_Access_Score,Price_vs_Locality_Median_Pct,Price_Outlier,price_per_sqft,price_per_bhk,price_per_bathroom,area_per_bhk,bhk_bathroom_ratio,log_price,log_area,distance_to_city_center,distance_to_major_transit,distance_to_railway,distance_to_metro_station,locality_median_price,locality_mean_price,locality_listing_count,locality_price_std,locality_median_area,area_x_distance,nearest_upcoming_infra_km,infra_completion_status,months_since_milestone,nearest_infra_name,predicted_price,fair_price_score,fair_price_label,price_difference,price_difference_pct,affordability_index,investment_score
11680000,1412,3,3,Apartment,Semi-Furnished,19.28527451,72.8693161,Mira Road,1.3155917821060634,2.23951875372291,7.2029689971994895,1.2209355666754174,2.0922644657967178,1.6178184497742465,106.3063063063063,12280.994047249123,89.92526541893578,2400000.0,137.975655090236,65.37589020658515,104.33452786289308,8271.954674220964,False,Premium,0,16.3,-15.4,False,8271.954674220964,3893333.3333333335,3893333.3333333335,470.6666666666667,1.0,16.27338862098079,7.253470382684528,38.5789619860155,6.417809925215712,15.703524722433764,17.886567448978465,8365000.0,9293570.50167224,598,4375439.653875185,752.5,54473.49432425389,11.58,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),16298639.074300982,139.5,Underpriced,4618639.074300982,39.5,7.7,54.0
9390000,1070,2,2,Apartment,Unfurnished,19.28447151,72.88516998,Mira Road,2.8728758710432616,1.817219102694629,5.793700002634743,0.4801971079735431,2.8177220154961864,3.1807495177880303,106.3063063063063,10108.332442637093,89.16777260361235,2400000.0,133.5519255570965,58.281682069027056,107.50990353710372,8775.70093457944,False,Mid-Range,1,19.0,-10.3,False,8775.70093457944,4695000.0,4695000.0,535.0,1.0,16.055155957680714,6.976348070447749,38.679386183032065,6.8740555217447445,14.499237277908021,18.350728847775198,8365000.0,9293570.50167224,598,4375439.653875185,752.5,41386.94321584431,12.11,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),10454154.522742502,111.3,Below Market,1064154.5227425024,11.3,7.5,48.3
6623000,756,1,2,Apartment,Unfurnished,19.28965187,72.87621307,Mira Road,2.1853121246016625,1.4666026546846105,6.887224160043369,0.8512016787271034,2.405976793372095,2.129343359500888,106.3063063063063,12595.48655827244,86.09424442808813,2400000.0,121.10862917907345,51.83583283212548,93.73319984944273,8760.582010582011,False,Budget,0,16.7,-10.4,False,8760.582010582011,6623000.0,3311500.0,756.0,0.5,15.706059148456083,6.6293632534374485,39.13621325356258,7.069658284450087,15.554111755115244,18.579057349466556,8365000.0,9293570.50167224,598,4375439.653875185,752.5,29586.97721969331,12.27,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),7724596.302795736,116.6,Underpriced,1101596.3027957361,16.6,7.0,49.2
6295000,700,1,2,Apartment,Semi-Furnished,19.26810074,72.87529755,Mira Road,2.2021305552884933,1.9718245714982008,5.814556865939516,1.0732574798957035,2.3749473645292687,3.412986238053912,106.3063063063063,11834.946753548003,89.08583845475569,2400000.0,114.2564902615971,53.73305233564951,95.88965637141769,8992.857142857143,False,Budget,0,12.6,-8.0,False,8992.857142857143,6295000.0,3147500.0,700.0,0.5,15.655266384316807,6.55250788703459,36.74408772080647,4.786329143490669,13.945088559641421,16.302903472006008,8365000.0,9293570.50167224,598,4375439.653875185,752.5,25720.86140456453,10.02,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),7729242.290503787,122.8,Underpriced,1434242.2905037869,22.8,5.8,52.0
6321000,710,1,2,Apartment,Semi-Furnished,19.2856884,72.86881256,Mira Road,1.2924751046341163,2.2322373518067984,7.272103914033622,1.281651864322124,2.022436158660981,1.5486698188068906,106.3063063063063,10496.153019002164,89.10528569955173,2400000.0,114.35757223971328,64.52761037915195,103.86782211897446,8902.81690140845,False,Budget,0,16.4,-9.0,False,8902.81690140845,6321000.0,3160500.0,710.0,0.5,15.659388139657239,6.566672429803241,38.61995820760071,6.452224311147074,15.7734665530359,17.914359623318884,8365000.0,9293570.50167224,598,4375439.653875185,752.5,27420.170327396503,11.61,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6536917.726235066,103.4,Fairly Priced,215917.7262350656,3.4,7.2,47.2
9660000,1020,2,2,Apartment,Semi-Furnished,19.2856884,72.86881256,Mira Road,1.2924751046341163,2.2322373518067984,7.272103914033622,1.281651864322124,2.022436158660981,1.5486698188068906,106.3063063063063,11634.475407175354,87.75598326372128,2400000.0,138.16744976398616,53.32406919566907,103.28173321323736,9470.588235294115,False,Mid-Range,0,16.4,-3.1,False,9470.588235294117,4830000.0,4830000.0,510.0,1.0,16.083504309708363,6.928537818164665,38.61995820760071,6.452224311147074,15.7734665530359,17.914359623318884,8365000.0,9293570.50167224,598,4375439.653875185,752.5,39392.357371752725,11.61,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),10295485.931719305,106.6,Below Market,635485.931719305,6.6,6.7,47.8
6117300,725,1,2,Apartment,Semi-Furnished,19.28585625,72.86694336,Mira Road,1.1402982106236694,2.338557605593721,7.449368291990893,1.3564493713869556,1.8770722186349909,1.3743642659835171,106.3063063063063,10942.778821074964,86.90042823393601,2400000.0,132.82912839797126,63.48463231150912,92.55718531919683,8437.655172413793,False,Budget,0,17.5,-13.7,False,8437.655172413793,6117300.0,3058650.0,725.0,0.5,15.626631544141748,6.587550014824796,38.62125120162985,6.434842476646327,15.926679235598062,17.87392855716645,8365000.0,9293570.50167224,598,4375439.653875185,752.5,28000.407121181644,11.57,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6570948.8001120165,107.4,Below Market,453648.8001120165,7.4,8.1,48.0
16500000,1500,3,3,Apartment,Unfurnished,19.29271126,72.87155151,Mira Road,2.010729869746681,1.449185675341553,7.482149903613211,1.423467448463647,1.821827020509676,1.608248117590029,106.3063063063063,10305.13237238108,88.0189646595229,2400000.0,110.80182630850652,53.06757932729728,94.59081105286324,11000.0,False,Premium,0,15.8,12.5,False,11000.0,5500000.0,5500000.0,500.0,1.0,16.61887099947687,7.313886831633462,39.42431351781402,7.275595383275568,16.13531353396429,18.745659213859106,8365000.0,9293570.50167224,598,4375439.653875185,752.5,59136.47027672103,12.44,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),14674351.11622646,88.9,Above Market,-1825648.8837735392,-11.1,5.4,43.9
5665300,670,1,2,Apartment,Semi-Furnished,19.28842354,72.86904144,Mira Road,1.4910976092567323,1.9784315158552617,7.41634658230669,1.354988546368735,1.8347075005315407,1.436240984089869,106.3063063063063,11585.778102450817,87.20763635923726,2400000.0,128.86326257420612,58.33670534418438,106.99385705567838,8455.671641791045,False,Budget,0,16.5,-13.5,False,8455.671641791045,5665300.0,2832650.0,670.0,0.5,15.549870584307214,6.508769136971682,38.9250172178432,6.755224762139641,15.97173985954766,18.21167211013016,8365000.0,9293570.50167224,598,4375439.653875185,752.5,26079.76153595494,11.91,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6458636.055235086,114.0,Below Market,793336.055235086,14.0,7.5,49.0
5700000,670,1,2,Apartment,Semi-Furnished,19.2666893,72.87158203,Mira Road,2.0090812197123507,2.316290611986932,6.139796291033063,1.38606967231444,2.7127442911604382,3.3364783684907504,106.3063063063063,12037.282043213723,88.05703745477548,2400000.0,128.94623457904495,53.11555458127236,107.78535066483911,8507.462686567163,False,Budget,0,10.5,-13.0,False,8507.462686567163,5700000.0,2850000.0,670.0,0.5,15.555976908243359,6.508769136971682,36.54560946542515,4.49343896295777,14.142217061108877,16.01444694557346,8365000.0,9293570.50167224,598,4375439.653875185,752.5,24485.55834183485,9.72,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),7715769.462967671,135.4,Underpriced,2015769.4629676715,35.4,5.6,54.5
5292500,600,1,2,Apartment,Unfurnished,19.26670837,72.87159729,Mira Road,2.0086724404701,2.315080683699248,6.1388474531993245,1.3878565003760717,2.7116144028583253,3.3353959162231868,106.3063063063063,11623.271095758972,87.33810487697497,2400000.0,137.97952745434156,60.54240962750564,89.02495072260812,8820.833333333334,False,Budget,0,10.5,-9.8,False,8820.833333333334,5292500.0,2646250.0,600.0,0.5,15.481801470937762,6.398594934535208,36.547884847846035,4.495984176331413,14.142323654957487,16.016998836418658,8365000.0,9293570.50167224,598,4375439.653875185,752.5,21928.73090870762,9.72,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),7538485.241586996,142.4,Underpriced,2245985.2415869962,42.4,5.4,55.8
5300000,600,1,2,Apartment,Unfurnished,19.28841782,72.86901855,Mira Road,1.4888622519499293,1.9804782718739824,7.417990118198562,1.3569038794397998,1.8332358013189385,1.434216255358875,106.3063063063063,10107.173270539795,86.39928371378481,2400000.0,130.07700781324007,63.07616085783439,89.2156757007103,8833.333333333334,False,Budget,0,16.5,-9.7,False,8833.333333333334,5300000.0,2650000.0,600.0,0.5,15.483217567201578,6.398594934535208,38.9241661449743,6.7541400975581904,15.972971421163653,18.210348152913234,8365000.0,9293570.50167224,598,4375439.653875185,752.5,23354.49968698458,11.9,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),5945289.635318572,112.2,Below Market,645289.6353185717,12.2,7.2,48.6
9730000,1040,2,2,Apartment,Unfurnished,19.28841972,72.8690033,Mira Road,1.4877883350911956,1.981360798196696,7.419438184407938,1.3584461842000235,1.8318575578585043,1.4326440178970403,106.3063063063063,12048.771127503189,88.73200030666867,2400000.0,124.73779550460397,63.19061422128755,88.30454651041504,9355.76923076923,False,Mid-Range,0,16.5,-4.3,False,9355.76923076923,4865000.0,4865000.0,520.0,1.0,16.090724556937104,6.947937068614969,38.92423162112815,6.754041165364423,15.974244666531952,18.210072337128036,8365000.0,9293570.50167224,598,4375439.653875185,752.5,40481.200885973274,11.9,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),9794317.245266773,100.7,Fairly Priced,64317.24526677281,0.7,6.8,46.5
5890000,675,1,2,Apartment,Unfurnished,19.27948761,72.86984253,Mira Road,1.2144139578493682,2.7708137761128686,6.838583934910247,1.2225358791433245,2.624278381079393,2.0704193004537306,106.3063063063063,11999.286306367048,88.06560237316695,2400000.0,132.1818835580528,62.65435249115515,100.62042615849042,8725.925925925925,False,Budget,0,14.4,-10.8,False,8725.925925925925,5890000.0,2945000.0,675.0,0.5,15.588766725407043,6.516193076042964,37.9434946198345,5.802604184584589,15.217792034019087,17.29253403522097,8365000.0,9293570.50167224,598,4375439.653875185,752.5,25611.858868388288,10.99,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6835369.890504472,116.1,Underpriced,945369.890504472,16.1,6.8,50.0
6400000,720,1,2,Apartment,Unfurnished,19.30001831,72.87335205,Mira Road,2.7606083807243955,0.8617717183487522,7.869137354677654,1.0791686535137373,1.8868270886775715,1.9606868206686952,106.3063063063063,12024.300622908053,86.14254531353099,2400000.0,127.14010005633683,50.456515007681375,103.99533629303096,8888.888888888889,False,Budget,0,18.6,-9.1,False,8888.888888888889,6400000.0,3200000.0,720.0,0.5,15.671808704579888,6.580639137284949,40.25137853545452,8.109727835673143,16.618887349201316,19.57726872538323,8365000.0,9293570.50167224,598,4375439.653875185,752.5,28980.992545527253,13.27,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6497459.809024576,101.5,Fairly Priced,97459.8090245761,1.5,7.7,45.6
8890000,980,2,2,Apartment,Unfurnished,19.27273941,72.86670685,Mira Road,1.1740194471040113,2.9922002450751366,6.836933378345172,1.729144945957761,2.7119543743408387,2.503294039347044,106.3063063063063,10619.54249983067,86.46861630837009,2400000.0,133.17217461387946,59.42153517467411,96.99686140366614,9071.42857142857,False,Mid-Range,0,11.9,-7.2,False,9071.42857142857,4445000.0,4445000.0,490.0,1.0,16.00043771997602,6.8885724595653635,37.16609133844657,4.997495709591286,14.965794740757897,16.476525198187364,8365000.0,9293570.50167224,598,4375439.653875185,752.5,36422.76951167764,10.17,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),11182836.72601771,125.8,Underpriced,2292836.72601771,25.8,6.0,52.4
6888000,765,1,2,Apartment,Unfurnished,19.28841782,72.86901093,Bhayandar,1.4882565708725584,1.98099921635135,7.418655005575186,1.3576303794865074,1.832613380201245,1.4334678665405045,106.3063063063063,10626.298933433069,86.43186793096004,2400000.0,127.5117352252084,55.419298495539806,89.04755886461191,9003.921568627451,False,Mid-Range,0,16.5,-2.0,False,9003.921568627451,6888000.0,3444000.0,765.0,0.5,15.745291470269716,6.641182169740591,38.92409372095939,6.753987001053861,15.973532377937751,18.210109558904392,8250000.0,9044841.902777778,72,3398627.772821086,762.5,29776.931696533935,11.9,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6178368.473336611,89.7,Above Market,-709631.526663389,-10.3,7.0,44.4
9926000,1040,2,2,Apartment,Unfurnished,19.28962326,72.87621307,Bhayandar,2.1836990952724493,1.4695653501645451,6.885256905001437,0.8485698382780438,2.407319005107759,2.129896042511619,106.3063063063063,11305.244980342964,87.96103835515753,2400000.0,138.0009167527394,65.5957806212928,100.24898093629405,9544.23076923077,False,Mid-Range,0,16.7,3.9,False,9544.23076923077,4963000.0,4963000.0,520.0,1.0,16.110668235875035,6.947937068614969,39.133051067571905,7.066613564571903,15.551755187294338,18.576057791051614,8250000.0,9044841.902777778,72,3398627.772821086,762.5,40698.373110274784,12.27,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),9682822.646613108,97.6,Fairly Priced,-243177.353386892,-2.4,6.4,45.6
6500000,690,1,2,Apartment,Unfurnished,19.29180908,72.86688995,Mira Road,1.624207759096942,1.886066702181615,7.8155736480054525,1.5095400020425227,1.4308367262272466,1.1261159173065525,106.3063063063063,9595.378151550374,88.37829635384269,2400000.0,115.285391842094,57.85677626425089,103.02106710771696,9420.289855072464,False,Budget,0,18.2,-3.7,False,9420.289855072464,6500000.0,3250000.0,690.0,0.5,15.687312888712007,6.53813982376767,39.2803139155953,7.08747177495096,16.39877946915231,18.50647937200669,8365000.0,9293570.50167224,598,4375439.653875185,752.5,27103.416601760757,12.2,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6200247.097707201,95.4,Fairly Priced,-299752.9022927992,-4.6,7.1,45.3
6484900,794,1,2,Apartment,Unfurnished,19.28962517,72.87621307,Mira Road,2.183806673654361,1.4693675325134647,6.885388210421437,0.8487454223849572,2.4072292915654567,2.1298590019060586,106.3063063063063,10921.685271518105,88.41620850606972,2400000.0,114.74696911100064,61.76774821983065,91.76447769372434,8167.380352644836,False,Budget,0,16.7,-16.5,False,8167.380352644836,6484900.0,3242450.0,794.0,0.5,15.684987109617698,6.678342114654332,39.133262174614465,7.066816825939929,15.551912502317332,18.576258039310513,8365000.0,9293570.50167224,598,4375439.653875185,752.5,31071.810166643885,12.27,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6997555.149119616,107.9,Below Market,512655.14911961555,7.9,7.6,47.6
6200000,725,1,2,Apartment,Semi-Furnished,19.26253319,72.87140656,Mira Road,2.352356827736727,2.3006690564060324,6.045746163018373,0.9412001523097526,2.6747918184573924,3.739929563728488,106.3063063063063,10517.80058955452,88.30131581665007,2400000.0,136.74109935976327,61.0227414722692,107.65659850668014,8551.724137931034,False,Budget,0,12.2,-12.5,False,8551.724137931034,6200000.0,3100000.0,725.0,0.5,15.64006001130563,6.587550014824796,36.08406904074705,4.056271617951643,13.868280650289838,15.576738289547302,8365000.0,9293570.50167224,598,4375439.653875185,752.5,26160.950054541612,9.29,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),9228177.001785941,148.8,Underpriced,3028177.0017859414,48.8,5.9,57.3
6250000,685,1,2,Apartment,Semi-Furnished,19.27293587,72.88097382,Mira Road,2.4976947429778336,1.696379440992871,5.467523107272768,0.2721816643854706,2.086921260585393,3.421131648227408,106.3063063063063,10628.792203333272,87.35824898344339,2400000.0,115.2175360294008,62.096881213091,107.16289626786246,9124.087591240876,False,Budget,1,28.5,-6.7,False,9124.087591240876,6250000.0,3125000.0,685.0,0.5,15.648092181712572,6.530877627725885,37.3498804754037,5.529801105355757,13.869337151048688,16.995522846789274,8365000.0,9293570.50167224,598,4375439.653875185,752.5,25584.668125651537,10.76,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6376562.181247035,102.0,Fairly Priced,126562.18124703504,2.0,10.4,47.5
6862000,840,1,2,Apartment,Semi-Furnished,19.28224373,72.86821747,Mira Road,1.08202257882208,2.584784887078829,7.133135982532488,1.3220154797066654,2.275851235784549,1.7331469637802333,106.3063063063063,10228.01020411651,86.07851270761597,2400000.0,113.94675176635911,54.192442162769126,98.71982611097404,8169.047619047619,False,Mid-Range,0,15.9,-16.5,False,8169.047619047619,6862000.0,3431000.0,840.0,0.5,15.741509648130629,6.734591659972948,38.232851462595335,6.064414389242136,15.552044373882515,17.530446387474502,8365000.0,9293570.50167224,598,4375439.653875185,752.5,32115.59522858008,11.22,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),7331697.729685649,106.8,Below Market,469697.7296856493,6.8,8.0,48.1
6450000,674,1,2,Apartment,Semi-Furnished,19.26253319,72.87140656,Mira Road,2.352356827736727,2.3006690564060324,6.045746163018373,0.9412001523097526,2.6747918184573924,3.739929563728488,106.3063063063063,12050.034976333258,86.29777238840576,2400000.0,120.35635160782684,58.27359181124198,97.58255652806427,9569.73293768546,False,Budget,0,12.2,-2.1,False,9569.73293768546,6450000.0,3225000.0,674.0,0.5,15.679590843810702,6.51471269087253,36.08406904074705,4.056271617951643,13.868280650289838,15.576738289547302,8365000.0,9293570.50167224,598,4375439.653875185,752.5,24320.662533463514,9.29,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),8299886.21894932,128.7,Underpriced,1849886.2189493198,28.7,5.2,53.6
6612457,675,1,2,Apartment,Semi-Furnished,19.29221153,72.8674469,Mira Road,1.694090456171415,1.8124580443748304,7.793859321536542,1.5818833141292914,1.4574473180309746,1.180191261475501,106.3063063063063,12264.924764154575,86.2324912063347,2400000.0,136.5912120947714,53.60681731008731,98.18730448681558,9796.232592592592,False,Budget,0,17.6,0.2,False,9796.232592592592,6612457.0,3306228.5,675.0,0.5,15.704466003521715,6.516193076042964,39.32985664307347,7.140715230473116,16.39030816159374,18.565925525524463,8365000.0,9293570.50167224,598,4375439.653875185,752.5,26547.65323407459,12.26,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6899296.505984606,104.3,Fairly Priced,286839.5059846062,4.3,6.7,46.9
6333000,750,1,2,Apartment,Unfurnished,19.29985428,72.87322235,Mira Road,2.737860702075111,0.8795842801490664,7.866504885647799,1.0973167603510043,1.8719883709286564,1.94094823457582,106.3063063063063,10870.775795310714,89.69752389122347,2400000.0,138.20912499736775,61.76557440853069,93.43572277654464,8444.0,False,Budget,0,18.5,-13.6,False,8444.0,6333000.0,3166500.0,750.0,0.5,15.661284773401603,6.621405651764134,40.23188412082613,8.08898842789259,16.61379458253251,19.55578139527857,8365000.0,9293570.50167224,598,4375439.653875185,752.5,30173.913090619597,13.25,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6921836.026854325,109.3,Below Market,588836.0268543251,9.3,8.1,47.1
6755000,675,1,2,Apartment,Semi-Furnished,19.27383041,72.88038635,Mira Road,2.410233624279777,1.8080453500649911,5.566954884398357,0.2897923193176602,2.196369673741431,3.3097594719293784,106.3063063063063,10546.361052837176,88.72224100433534,2400000.0,117.72185660333098,53.25106188646271,102.86287354092444,10007.407407407409,False,Budget,1,27.2,2.3,False,10007.407407407407,6755000.0,3377500.0,675.0,0.5,15.725793677414915,6.516193076042964,37.44070692697055,5.5905618283714125,13.98290375325968,17.073365607327176,8365000.0,9293570.50167224,598,4375439.653875185,752.5,25272.47717570512,10.82,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6445021.179362727,95.4,Fairly Priced,-309978.82063727267,-4.6,9.0,46.3
6452000,675,1,2,Apartment,Semi-Furnished,19.28965378,72.87621307,Mira Road,2.185419932744197,1.4664048981203004,6.887355526058182,0.8513775136526486,2.4058873106123,2.129306626591432,106.3063063063063,10350.899185157004,89.50185324365134,2400000.0,112.87651803322154,56.55046023841193,104.1352583004045,9558.518518518518,False,Budget,0,16.7,-2.2,False,9558.518518518518,6452000.0,3226000.0,675.0,0.5,15.679900873217925,6.516193076042964,39.13642436081148,7.069861553848353,15.554269089741911,18.579257601761483,8365000.0,9293570.50167224,598,4375439.653875185,752.5,26417.08644354775,12.27,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),6441136.057257898,99.8,Fairly Priced,-10863.942742101848,-0.2,6.4,46.0
14400000,1550,3,3,Apartment,Unfurnished,18.96661568,73.02436066,Ulwe,4.680217571339056,0.7242486551324763,15.121812391261932,0.2484357604085823,1.471245105879962,6.5513809842238135,215.3846153846154,1691.1590155607469,82.79276185703134,520000.0,111.99242766466884,59.58701982880503,82.53497709624475,9290.32258064516,False,Premium,1,33.5,6.9,False,9290.322580645161,4800000.0,4800000.0,516.6666666666666,1.0,16.48273883399067,7.346655163176539,20.08436726776847,10.116058247410248,10.116058247410248,18.040109736796786,7500000.0,8626412.528089888,89,4120158.6657616287,1000.0,31130.76926504113,6.48,Under Construction,30.8,Navi Mumbai Metro Line 1 (Belapur-Pendhar),18497467.693366196,128.5,Underpriced,4097467.693366196,28.5,11.9,75.2
36000000,1450,2,2,Apartment,Semi-Furnished,19.00825882,73.01303101,Nerul,3.0407111726707945,1.6056194158096242,13.399081341198738,0.5695553012764552,2.854067578236444,6.476638193274279,215.3846153846154,1685.0853975858045,82.45011199833681,520000.0,124.02520597357736,59.580623486824216,87.11721081052299,24827.58620689655,False,Luxury,0,15.4,27.5,False,24827.58620689655,18000000.0,18000000.0,725.0,1.0,17.399029524198163,7.280008252884188,20.160346349660013,7.770873016133074,11.182009126569481,14.00059540488649,30000000.0,36636032.4137931,29,21887950.864225615,1550.0,29232.50220700702,2.45,Completed,32.4,Mumbai Trans Harbour Link (Atal Setu),24586895.829718165,68.3,Overpriced,-11413104.170281835,-31.7,1.9,47.1
19000000,726,2,2,Apartment,Unfurnished,19.15131569,72.84375,Goregaon,1.8902441156094607,0.8424188556911532,4.9018281514021815,1.246903542380658,2.362504849962043,4.377286433010672,162.5668449197861,18112.63088787781,88.4264611362947,2100000.0,132.50622405387688,67.36909883850208,103.1657396290723,26170.798898071625,False,Premium,0,16.8,28.2,False,26170.798898071625,9500000.0,9500000.0,363.0,1.0,16.759949589762293,6.588926477533519,23.535451536018215,3.5300751158742014,9.520544674543482,2.9219976260358167,15800000.0,19286897.29100529,189,17271593.94758082,800.0,17086.737815149223,2.14,Completed,29.6,Mumbai Metro Line 7 (Dahisar E-Andheri E),17783883.517221123,93.6,Above Market,-1216116.482778877,-6.4,2.2,52.2
17000000,1000,2,2,Apartment,Semi-Furnished,19.07010078,72.87670135,Kurla,3.0692129049866343,1.9489939221889336,7.2240503167076096,0.9213154775278454,3.6045400968909935,9.50413385146291,162.5668449197861,22007.80922947256,90.7365312947772,2100000.0,135.52105382276918,57.15964246033178,107.03136377691922,17000.0,False,Premium,0,9.9,-8.0,False,17000.0,8500000.0,8500000.0,500.0,1.0,16.648723960844016,6.90875477931522,15.122437257745963,4.214784694086706,0.3970654170680211,2.5652346200422182,12000000.0,12945376.244444445,45,4071685.634982727,600.0,15122.437257745964,1.21,Under Construction,23.6,Mumbai Metro Line 3 (Colaba-Bandra-SEEPZ),18416800.097306892,108.3,Below Market,1416800.0973068923,8.3,2.3,76.3
10900000,680,1,2,Apartment,Unfurnished,19.07312965,72.88269043,Kurla,3.5408625084775696,2.268745922072784,7.781237304003445,1.2027168282010612,4.31758607877607,9.114716444452602,162.5668449197861,19120.2800820568,88.50963094224483,2100000.0,124.9940511046763,70.38413231742281,108.19623869090084,16029.411764705885,False,Mid-Range,0,6.8,-13.2,False,16029.411764705883,10900000.0,5450000.0,680.0,0.5,16.204273438942487,6.523562306149512,15.63367965738716,4.927367057807805,0.3507732319793745,2.008813228061028,12000000.0,12945376.244444445,45,4071685.634982727,600.0,10630.902167023269,1.91,Under Construction,23.6,Mumbai Metro Line 3 (Colaba-Bandra-SEEPZ),9666841.720205177,88.7,Above Market,-1233158.2797948234,-11.3,2.0,72.2
8700000,700,1,1,Apartment,Furnished,19.01194191,73.02307129,Seawoods,2.2111469422362826,1.2108621440921443,13.304287770120848,0.6811639881935563,2.6167093799243344,6.378855159474723,215.3846153846154,1646.8108703067728,82.36813412953971,520000.0,110.31384647836104,47.76023287167437,90.40232328425888,12428.57142857143,False,Mid-Range,0,16.3,-36.1,False,12428.57142857143,8700000.0,8700000.0,700.0,1.0,15.978833698567334,6.55250788703459,21.292404323298374,7.6303530459810425,10.239430865504904,14.607399654703599,26000000.0,39496774.19354839,31,36605113.33926785,1250.0,14904.683026308861,2.16,Under Construction,30.8,Navi Mumbai Metro Line 1 (Belapur-Pendhar),11861005.334730119,136.3,Underpriced,3161005.3347301185,36.3,4.8,79.7
13500000,647,2,2,Apartment,Semi-Furnished,19.08629227,72.9124527,Ghatkopar,6.247753910386034,0.918776744986014,8.509476075482745,0.3421517256056114,3.978594208699312,8.082205214264183,162.5668449197861,20473.71410389058,87.83520490768151,2100000.0,133.1366221802109,61.66896336044287,114.59656240406348,20865.533230293662,False,Premium,1,23.0,-4.6,False,20865.533230293662,6750000.0,6750000.0,323.5,1.0,16.41820031748273,6.473890696352274,18.187492578887255,7.834868858091834,3.7924281931131096,0.41535939786419723,16500000.0,18374323.98,50,10211664.076766899,746.0,11767.307698540055,2.1,Under Construction,27.8,Mumbai Metro Line 4 (Wadala-Ghatkopar-Mulund-Thane),13491436.4648984,99.9,Fairly Priced,-8563.535101599991,-0.1,3.4,73.5
29500000,1140,3,2,Apartment,Unfurnished,19.07291794,72.90971375,Ghatkopar,4.944621319114099,0.706711765603506,9.58076443904636,0.5131098528301872,5.264196315327833,9.424164035368875,162.5668449197861,20690.62373595441,89.55200245611915,2100000.0,137.87013860790657,57.43638671562492,110.82372871827953,25877.19298245614,False,Luxury,0,19.6,18.3,False,25877.19298245614,9833333.333333334,14750000.0,380.0,1.5,17.19990085520835,7.039660349862076,16.732491462469604,7.590291638996407,3.185892764375475,1.4934737355747294,16500000.0,18374323.98,50,10211664.076766899,746.0,19075.040267215347,3.61,Under Construction,27.8,Mumbai Metro Line 4 (Wadala-Ghatkopar-Mulund-Thane),28602022.15873912,97.0,Fairly Priced,-897977.8412608802,-3.0,2.4,71.8
13400000,595,2,2,Apartment,Unfurnished,19.06191254,72.89143372,Chembur,2.752986961645945,2.470364418388242,8.94811716568587,1.173906668757437,4.850562831590921,10.35818326735979,162.5668449197861,20046.97864815017,87.50391123263582,2100000.0,123.20163977563462,57.60762981863702,96.61115957430476,22521.008403361346,False,Premium,0,6.9,-0.1,False,22521.008403361346,6700000.0,6700000.0,297.5,1.0,16.410765339548004,6.39024066706535,14.797037090642618,5.449079212386704,1.73541862502248,2.9866726986929244,18400000.0,28266655.789473683,171,30541086.434238162,884.0,8804.237068932358,2.47,Under Construction,23.6,Mumbai Metro Line 3 (Colaba-Bandra-SEEPZ),14689527.755741559,109.6,Below Market,1289527.755741559,9.6,1.3,75.7
