Price,Area,Bedrooms,Bathrooms,Property_Type,Furnishing,Latitude,Longitude,Locality,Nearest_Hospital_km,Nearest_School_km,Nearest_Metro_km,Nearest_Bus_Stop_km,Nearest_Park_km,Nearest_Mall_km,Crime_Rate,Population_Density,Literacy_Rate,Household_Count,AQI,PM2.5,PM10,Price_Per_Sqft,Price_Per_Sqft_Outlier,Price_Tier,Is_Well_Connected,Amenity_Access_Score,Price_vs_Locality_Median_Pct,Price_Outlier,price_per_sqft,price_per_bhk,price_per_bathroom,area_per_bhk,bhk_bathroom_ratio,log_price,log_area,distance_to_city_center,distance_to_major_transit,distance_to_railway,distance_to_metro_station,locality_median_price,locality_mean_price,locality_listing_count,locality_price_std,locality_median_area,area_x_distance,nearest_upcoming_infra_km,infra_completion_status,months_since_milestone,nearest_infra_name,predicted_price,fair_price_score,fair_price_label,price_difference,price_difference_pct,affordability_index,investment_score
31000000,1400,3,3,Apartment,Unfurnished,19.16991043,72.93874359,Mulund,1.0462549469173716,2.007830018718213,2.999813065569099,0.9521708007089552,0.7098513485707527,5.651939891983289,162.5668449197861,19421.736921921325,88.81111316943584,2100000.0,130.53673429119098,67.32683953050508,114.11907765643502,22142.85714285714,False,Luxury,0,24.2,12.2,False,22142.85714285714,10333333.333333334,10333333.333333334,466.6666666666667,1.0,17.249497794707484,7.244941546337007,27.79293080891421,4.2737977507345395,4.2737977507345395,9.716957911829404,17750000.0,19950149.18032787,122,10494687.416236056,853.0,38910.1031324799,4.12,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),31398777.45815745,101.3,Fairly Priced,398777.45815744996,1.3,3.9,71.5
9800000,550,1,2,Apartment,Unfurnished,19.12237549,72.99855804,Ghansoli,1.0400890008289403,2.3290024028838667,1.7463776545113745,0.9786702468165888,2.754607203511114,6.342086062466299,215.3846153846154,2044.1582821820616,83.81153025757087,520000.0,104.63896721909464,53.57379553811077,99.51284428752736,17818.18181818182,False,Mid-Range,1,17.9,15.8,False,17818.18181818182,9800000.0,4900000.0,550.0,0.5,16.097893045681612,6.311734809152915,26.56945478771811,5.037730946284589,7.471040105836481,10.277631498835497,17500000.0,18828787.87878788,66,10426338.912750876,1100.0,14613.200133244962,5.68,Under Construction,31.8,Virar-Alibaug Multimodal Corridor,9024196.0415853,92.1,Above Market,-775803.9584146999,-7.9,4.0,68.8
17700000,1233,2,2,Apartment,Unfurnished,19.1168251,72.87012482,Andheri,3.563527319843943,1.176202582900504,5.341352733733339,0.7259646567566636,0.9438754045840232,4.610995062166995,162.5668449197861,23895.45607594479,89.37222431150256,2100000.0,132.00465028789677,71.16827548410028,99.64453666630824,14355.231143552312,False,Premium,0,20.9,-42.6,False,14355.231143552312,8850000.0,8850000.0,616.5,1.0,16.68907525404123,7.1180162044653335,20.017966361128888,2.47131321945358,5.013253921835793,1.3264522868999196,22500000.0,30097510.591639873,311,25834974.450982578,945.0,24682.152523271918,4.07,Completed,29.6,Mumbai Metro Line 7 (Dahisar E-Andheri E),23700716.860660944,133.9,Underpriced,6000716.860660944,33.9,5.0,58.3
10500000,600,1,2,Apartment,Semi-Furnished,19.07938004,72.90975189,Ghatkopar,5.472318861778976,0.4291278483810086,9.15925848689072,1.1343769714491934,4.794533657035924,8.731308261607872,162.5668449197861,19354.52903976727,90.63827645235824,2100000.0,143.5475337999939,56.751897533232906,110.53059256853248,17500.0,False,Mid-Range,0,18.2,-20.0,False,17500.0,10500000.0,5250000.0,600.0,0.5,16.166885910365842,6.398594934535208,17.37310842165452,7.819494302302411,3.2775286486927473,0.7806292467877559,16500000.0,18374323.98,50,10211664.076766899,746.0,10423.865052992713,2.9,Under Construction,27.8,Mumbai Metro Line 4 (Wadala-Ghatkopar-Mulund-Thane),9209056.755829161,87.7,Above Market,-1290943.244170839,-12.3,4.0,70.6
9800000,1100,2,2,Apartment,Unfurnished,19.0344696,73.0736084,Kharghar,2.933940460761072,1.2269917450482437,11.6797141498969,0.1741092354358684,1.1263524130428462,4.6987010760379055,215.3846153846154,1879.0456521895208,83.28909372042108,520000.0,125.4707294099162,60.61131384896061,95.21795143680488,8909.09090909091,False,Mid-Range,1,39.2,-10.0,False,8909.09090909091,4900000.0,4900000.0,550.0,1.0,16.097893045681612,7.00397413672268,27.158965448358384,6.812264784301493,6.812264784301493,18.28470705171442,11800000.0,13188512.685393259,267,7303674.783734456,1175.0,29874.861993194223,3.76,Under Construction,30.8,Navi Mumbai Metro Line 1 (Belapur-Pendhar),10559533.513076063,107.8,Below Market,759533.5130760632,7.8,15.0,73.3
13000000,530,2,2,Apartment,Unfurnished,19.16073418,72.83436584,Goregaon,2.888126506047972,1.9657694962430845,5.459724361271987,0.9639145948026648,2.9736372041046817,3.4980589144338143,162.5668449197861,18522.298756639888,89.62909182331398,2100000.0,132.26000955074312,69.98382228638145,109.09711569684184,24528.30188679245,False,Premium,0,11.9,20.1,False,24528.30188679245,6500000.0,6500000.0,265.0,1.0,16.380459992348886,6.274762021241939,24.567049149370707,4.746071103825029,10.882453008011398,3.6539493141116886,15800000.0,19286897.29100529,189,17271593.94758082,800.0,13020.536049166474,2.81,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),13136170.90338349,101.0,Fairly Priced,136170.9033834897,1.0,1.7,53.1
25000000,762,2,2,Apartment,Unfurnished,19.20077324,72.87548828,Kandivali,2.832538001067527,0.773365411361967,5.006047570588095,0.9021602194529024,3.2000378884808147,3.4333715438142987,162.5668449197861,19008.96022044181,89.40970600271596,2100000.0,137.56716280174703,68.92775792534958,104.72838338165472,32808.39895013123,False,Luxury,0,17.9,66.2,False,32808.39895013123,12500000.0,12500000.0,381.0,1.0,17.034386422832473,6.637258031284457,29.321617134551754,3.688361161122436,10.651080940514241,9.308687566771717,15000000.0,17766811.197492164,319,11252444.426703904,758.0,22343.072256528438,4.46,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),17000105.544440042,68.0,Overpriced,-7999894.455559958,-32.0,1.7,45.7
23000000,850,3,3,Apartment,Furnished,19.03159523,72.85371399,Matunga,1.8505015250579089,1.622572545082522,7.442708377889471,0.778100701232532,1.581179589930813,7.419254780721381,306.4516129032258,28146.686292465336,91.69825609505364,850000.0,150.0638981776861,64.92611910108235,111.04111762449526,27058.82352941177,False,Luxury,0,16.5,-36.5,False,27058.823529411766,7666666.666666667,7666666.666666667,283.3333333333333,1.0,16.951004817371683,6.7464121285733745,10.385273337331856,1.6551512177334249,1.6551512177334249,7.481210781482323,42750000.0,59970705.0,20,33905815.250724904,1145.0,8827.482336732079,3.65,Under Construction,25.8,Mumbai-Ahmedabad High Speed Rail (Bullet Train),41886035.29761636,182.1,Underpriced,18886035.297616363,82.1,2.0,88.0
35000000,1027,3,3,Apartment,Unfurnished,19.20077324,72.87548828,Kandivali,2.832538001067527,0.773365411361967,5.006047570588095,0.9021602194529024,3.2000378884808147,3.4333715438142987,162.5668449197861,22677.21628358289,90.29179888271425,2100000.0,144.70537262246555,56.64781696826629,102.03557186659006,34079.84420642648,False,Luxury,0,17.9,72.6,False,34079.84420642648,11666666.666666666,11666666.666666666,342.3333333333333,1.0,17.370858648025116,6.93537044601511,29.321617134551754,3.688361161122436,10.651080940514241,9.308687566771717,15000000.0,17766811.197492164,319,11252444.426703904,758.0,30113.300797184653,4.46,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),25682735.530531894,73.4,Overpriced,-9317264.469468106,-26.6,1.6,46.7
8000000,725,2,2,Apartment,Unfurnished,19.18362999,73.08860016,Dombivali,2.4184723598013047,1.251001441897133,8.832649430917066,0.9838695799996672,3.15581607971728,1.269538641886369,106.3063063063063,10479.877957827146,88.53740049797474,2400000.0,126.52012144746934,57.02584809193389,89.71141709014552,11034.48275862069,False,Mid-Range,0,17.5,55.7,False,11034.48275862069,4000000.0,4000000.0,362.5,1.0,15.894952224644102,6.587550014824796,37.98248535915932,11.85965203842188,8.29858509016674,21.79646116852518,5000000.0,5936391.36,100,3403302.626662042,722.0,27537.301885390505,17.28,Under Construction,31.8,Virar-Alibaug Multimodal Corridor,5947793.3329674825,74.3,Overpriced,-2052206.6670325175,-25.7,5.5,57.1
9800000,1000,2,2,Apartment,Unfurnished,18.96746826,73.01541138,Ulwe,4.328702081287722,0.782037546883469,15.700180448919976,0.5598669241921204,1.770180113790332,7.370416538986182,215.3846153846154,2065.079824627468,83.25335534039817,520000.0,108.94619567542908,56.56416759264258,89.04572113144741,9800.0,False,Mid-Range,0,20.7,12.8,False,9800.0,4900000.0,4900000.0,500.0,1.0,16.097893045681612,6.90875477931522,19.169082535245224,11.008194400778011,11.008194400778011,17.34647745641797,7500000.0,8626412.528089888,89,4120158.6657616287,1000.0,19169.082535245223,6.11,Completed,32.4,Mumbai Trans Harbour Link (Atal Setu),10295600.011386942,105.1,Below Market,495600.0113869421,5.1,7.4,51.3
47500000,1201,3,3,Apartment,Unfurnished,19.15725327,72.84050751,Goregaon,2.429622218771,1.2218892767294594,5.325146522401511,0.6574145142574044,2.770696054454291,3.740841120894188,162.5668449197861,22315.214812366947,87.56966874120886,2100000.0,151.18027644023715,69.13216513859501,98.1189149504338,39550.3746877602,False,Luxury,0,17.9,93.7,False,39550.3746877602,15833333.333333334,15833333.333333334,400.3333333333333,1.0,17.6762402900575,7.091742115095153,24.18542793162913,4.227729252971273,10.26167041601897,3.475459371534444,15800000.0,19286897.29100529,189,17271593.94758082,800.0,29046.698945886583,2.51,Completed,29.6,Mumbai Metro Line 7 (Dahisar E-Andheri E),35980211.31893313,75.7,Overpriced,-11519788.68106687,-24.3,1.2,48.6
4100000,620,1,1,Apartment,Unfurnished,18.97125816,73.01715088,Ulwe,4.640057033872441,0.7051446772007829,15.842366003359157,0.8280980140205374,1.334897094479456,7.048167066318259,215.3846153846154,1799.4339011185198,82.52752153169145,520000.0,132.56980507327506,49.22025280133346,90.28227413708883,6612.903225806452,False,Budget,0,19.3,-23.9,False,6612.903225806452,4100000.0,4100000.0,620.0,1.0,15.226497775576945,6.431331081933479,19.42091813218398,10.742741686717793,10.742741686717793,17.148807560206873,7500000.0,8626412.528089888,89,4120158.6657616287,1000.0,12040.969241954068,5.81,Completed,32.4,Mumbai Trans Harbour Link (Atal Setu),5379659.200352127,131.2,Underpriced,1279659.2003521267,31.2,11.0,56.4
10188750,1045,2,2,Apartment,Unfurnished,19.29389954,72.87640381,Mira Road,2.474321566519019,1.0310103006173867,7.173895042670686,1.2101482076817112,2.267575666116604,2.1198026045125293,106.3063063063063,10208.792914061143,87.25714985027265,2400000.0,131.61924941551996,55.99022775243157,107.76729643038767,9750.0,False,Mid-Range,0,16.1,-0.3,False,9750.0,5094375.0,5094375.0,522.5,1.0,16.136794826538267,6.952728644624869,39.60789997736459,7.52843210592397,15.894031785104346,19.031572423887678,8365000.0,9293570.50167224,598,4375439.653875185,752.5,41390.25547634599,12.73,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),10057593.462140266,98.7,Fairly Priced,-131156.53785973415,-1.3,6.3,45.5
18900000,896,2,2,Apartment,Unfurnished,19.16489983,72.96307373,Mulund,1.9676442644031813,1.689089607146892,4.851892249327831,0.7354987877073513,2.705854536495888,8.03437588675579,162.5668449197861,20609.03412609588,90.27996305973612,2100000.0,128.6616526929749,64.34164161511696,107.64624526607362,21093.75,False,Premium,0,15.1,6.9,False,21093.75,9450000.0,9450000.0,448.0,1.0,16.75467253293992,6.799055862058796,28.39517195983637,2.695049830242183,2.695049830242183,10.452625309527525,17750000.0,19950149.18032787,122,10494687.416236056,853.0,25442.07407601339,6.63,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),17618967.96401774,93.2,Above Market,-1281032.0359822586,-6.8,2.5,68.2
12500000,612,2,2,Apartment,Semi-Furnished,19.13681221,72.93067169,Kanjurmarg,3.0195513458224683,1.3303189761542318,5.565849261748832,0.3944251701147442,1.346349399251662,4.983415347049873,162.5668449197861,22850.968394833475,88.74783834718117,2100000.0,138.8990890680189,66.33684169896262,108.81572568604707,20424.83660130719,False,Premium,1,24.9,8.9,False,20424.83660130719,6250000.0,6250000.0,306.0,1.0,16.341239282272525,6.418364935936212,24.082792402149835,7.230705048580523,7.230705048580523,6.0806152179907915,14696500.0,16674217.134328358,67,7009035.021807035,835.0,14738.668950115698,3.9,Under Construction,27.8,Mumbai Metro Line 4 (Wadala-Ghatkopar-Mulund-Thane),12943259.078111388,103.5,Fairly Priced,443259.0781113878,3.5,3.8,72.8
19800000,958,3,3,Apartment,Unfurnished,19.23356247,72.9901123,Thane,3.1814657027407045,1.616144339967416,2.7913103803564767,1.012822248994809,4.164755361278831,9.18373149250492,106.3063063063063,11103.01212005495,86.56358831623498,2400000.0,123.3354637209292,51.56474119822016,90.48381782030388,20668.058455114824,False,Premium,0,11.4,49.6,False,20668.058455114824,6600000.0,6600000.0,319.3333333333333,1.0,16.801192546169812,6.8658910748834385,36.48230491422743,5.500964749024256,5.500964749024256,18.48290037054735,12100000.0,14701681.963855421,581,11855946.840707226,900.0,34950.048107829876,12.22,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),19073509.583119467,96.3,Fairly Priced,-726490.4168805331,-3.7,2.1,64.7
13000000,698,2,2,Apartment,Semi-Furnished,19.24428368,72.98049927,Thane,4.66268155475437,2.246616596374194,3.856388237774873,0.2353877690684618,4.362833835814676,7.804024367123162,106.3063063063063,9605.591044767689,86.80540513210832,2400000.0,126.6262821058448,56.17096553626768,106.5269507425778,18624.64183381089,False,Premium,1,25.8,34.8,False,18624.64183381089,6500000.0,6500000.0,349.0,1.0,16.380459992348886,6.54965074223381,37.12739945600442,6.500411539095543,6.500411539095543,18.986443533717775,12100000.0,14701681.963855421,581,11855946.840707226,900.0,25914.924820291086,12.29,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),9912746.327980408,76.3,Overpriced,-3087253.6720195916,-23.7,4.5,60.9
16200000,790,2,2,Apartment,Semi-Furnished,19.10038948,72.88574982,Andheri,5.860141874742524,1.974977243851626,7.127848072990087,1.071476567198094,2.256135704799508,6.072850734372585,162.5668449197861,21110.3299604985,89.73916383786577,2100000.0,145.24897229761166,64.40852449888054,98.08737952003987,20506.32911392405,False,Premium,0,9.3,-18.0,False,20506.32911392405,8100000.0,8100000.0,395.0,1.0,16.600521861931007,6.673297967767654,18.62169351671787,4.621461149524416,3.161270276959014,0.593427007782794,22500000.0,30097510.591639873,311,25834974.450982578,945.0,14711.137878207117,3.12,Under Construction,27.8,Mumbai Metro Line 4 (Wadala-Ghatkopar-Mulund-Thane),17033388.44266034,105.1,Below Market,833388.4426603392,5.1,1.7,73.7
19500000,843,2,2,Apartment,Unfurnished,19.16010284,72.83581543,Goregaon,2.794531325663931,1.7981149333791748,5.438907489360479,0.8354400152756403,2.9302574314764405,3.5220623485553104,162.5668449197861,20455.66841511337,89.92722658163814,2100000.0,139.0342267049473,68.32226284815047,97.83924043457084,23131.67259786477,False,Premium,0,13.5,13.3,False,23131.67259786477,9750000.0,9750000.0,421.5,1.0,16.785925074816024,6.738152494595957,24.496580568020498,4.638413303993495,10.753550468580233,3.6712904756851548,15800000.0,19286897.29100529,189,17271593.94758082,800.0,20650.61741884128,2.88,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),18162001.1365797,93.1,Above Market,-1337998.8634203002,-6.9,2.0,51.6
20500000,845,2,2,Apartment,Unfurnished,19.18683434,72.8336792,Malad,1.8244000756832288,2.507623061864004,8.267779001409385,1.1504634032679348,0.8234432394471717,1.2229559357061996,162.5668449197861,18589.884198233813,88.22857062860015,2100000.0,146.55770351210896,63.07917100286292,109.0921967276734,24260.3550295858,False,Premium,0,21.2,31.1,False,24260.3550295858,10250000.0,10250000.0,422.5,1.0,16.835935492889124,6.740519359606223,27.469631853091478,5.255313033455406,13.580075165408942,6.324664168803656,15500000.0,18181731.137724552,167,13519048.243509963,845.0,23211.8389158623,0.26,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),19472493.97491253,95.0,Above Market,-1027506.0250874683,-5.0,2.8,53.8
21400000,1115,3,3,Apartment,Unfurnished,19.24428368,72.98049927,Thane,4.66268155475437,2.246616596374194,3.856388237774873,0.2353877690684618,4.362833835814676,7.804024367123162,106.3063063063063,9496.693515884546,86.73228669964708,2400000.0,125.09004925582512,50.63095142366641,107.56154015448908,19192.825112107625,False,Luxury,1,25.8,38.9,False,19192.825112107625,7133333.333333333,7133333.333333333,371.6666666666667,1.0,16.87890152672105,7.017506142941256,37.12739945600442,6.500411539095543,6.500411539095543,18.986443533717775,12100000.0,14701681.963855421,581,11855946.840707226,900.0,41397.05039344493,12.29,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),19468400.455210395,91.0,Above Market,-1931599.5447896048,-9.0,4.3,63.7
2700000,650,1,1,Apartment,Semi-Furnished,19.30306435,73.22434235,Titwala,2.6324813323578407,0.286088285145837,6.663247785207298,0.980809159509395,0.926527975815017,5.817579889095044,106.3063063063063,12304.589648103509,89.72701148921902,2400000.0,126.58997293365032,51.8540787081427,92.01968444397612,4153.846153846154,False,Budget,0,33.7,-5.1,False,4153.846153846154,2700000.0,2700000.0,650.0,1.0,14.80876270134486,6.478509642208569,57.44965849329504,29.168446436580698,11.425055014049963,41.00059800533055,3050000.0,3240625.0,16,889610.1674329045,692.5,37342.278020641774,36.6,Under Construction,31.8,Virar-Alibaug Multimodal Corridor,2676759.7297471967,99.1,Fairly Priced,-23240.27025280334,-0.9,31.9,47.8
5000000,1090,2,2,Apartment,Furnished,19.29598045,73.20859528,Titwala,1.9857398199414689,1.059394891489423,7.862874383778218,0.7161975625611945,2.6943912836645603,5.064002926825538,106.3063063063063,11874.214258082691,88.61925386078664,2400000.0,124.333751904061,55.101195063379365,99.50350296736002,4587.155963302752,False,Budget,0,17.7,4.8,False,4587.155963302752,2500000.0,2500000.0,545.0,1.0,15.424948670398354,6.994849985833071,55.72327706099495,27.338014369923,9.626076816355026,39.20178614380482,3050000.0,3240625.0,16,889610.1674329045,692.5,60738.3719964845,34.82,Under Construction,31.8,Virar-Alibaug Multimodal Corridor,6687783.761024294,133.8,Underpriced,1687783.7610242944,33.8,15.0,55.6
16800000,950,3,2,Apartment,Unfurnished,19.23356247,72.9901123,Thane,3.1814657027407045,1.616144339967416,2.7913103803564767,1.012822248994809,4.164755361278831,9.18373149250492,106.3063063063063,11715.364503455528,87.84934668629009,2400000.0,113.1628767434108,60.413282003437445,90.24947075763724,17684.21052631579,False,Premium,0,11.4,28.0,False,17684.21052631579,5600000.0,8400000.0,316.6666666666667,1.5,16.636889503897294,6.85751406254539,36.48230491422743,5.500964749024256,5.500964749024256,18.48290037054735,12100000.0,14701681.963855421,581,11855946.840707226,900.0,34658.189668516054,12.22,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),18918197.613287643,112.6,Below Market,2118197.6132876426,12.6,2.6,67.8
16500000,654,2,2,Apartment,Unfurnished,19.21397972,72.98255157,Thane,3.694801998048059,0.8107580564596171,3.5974679237428027,0.6288515610680778,1.9017773098503308,10.642687412158056,106.3063063063063,11891.143405978388,88.57877776940812,2400000.0,128.9949812664121,60.3190820586504,100.33982346153068,25229.357798165136,False,Premium,0,20.7,82.6,False,25229.357798165136,8250000.0,8250000.0,327.0,1.0,16.61887099947687,6.484635235635252,34.18022260203176,3.193311535125414,3.193311535125414,16.188557288103073,12100000.0,14701681.963855421,581,11855946.840707226,900.0,22353.865581728773,10.3,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),11967652.859710656,72.5,Overpriced,-4532347.140289344,-27.5,2.6,61.6
4395000,860,2,2,Independent House,Unfurnished,19.01434708,73.52038574,Neral,3.723661555368715,1.9263419991978976,12.371824146828232,2.6983791573530005,6.315431247993015,12.619696253112012,215.3846153846154,1829.4250359439209,82.83088823351316,520000.0,103.156666410524,52.70595742122693,93.30050080401702,5110.46511627907,False,Budget,0,2.7,11.2,False,5110.46511627907,2197500.0,2197500.0,430.0,1.0,15.295978316632674,6.7580945044277305,72.49209064804495,42.44839508377632,42.44839508377632,64.80799309903024,4547500.0,6028000.0,10,5314460.461796663,1000.0,62343.197957318655,43.75,Under Construction,27.8,Navi Mumbai International Airport (NMIA),4039551.3132655956,91.9,Above Market,-355448.6867344044,-8.1,5.7,41.9
9200000,600,2,2,Apartment,Unfurnished,19.12030029,72.93789673,Vikhroli,4.1046306087658655,1.233776393919127,4.686355805403239,0.8730604549232214,1.6757457741357848,6.566494092651364,162.5668449197861,23418.639715399,88.50109036103666,2100000.0,145.35516882237673,57.70562259889476,110.2029778028276,15333.333333333334,False,Mid-Range,0,15.2,-30.3,False,15333.333333333334,4600000.0,4600000.0,300.0,1.0,16.034714150714915,6.398594934535208,22.77479577955672,8.128290502260464,8.118700373164021,4.88198771536763,14900000.0,20946190.944055945,143,16464591.481889492,718.0,13664.877467734032,2.59,Under Construction,31.8,Virar-Alibaug Multimodal Corridor,11766109.288066791,127.9,Underpriced,2566109.2880667914,27.9,3.6,77.7
4885000,1000,2,2,Independent House,Unfurnished,19.01434708,73.52038574,Neral,3.723661555368715,1.9263419991978976,12.371824146828232,2.6983791573530005,6.315431247993015,12.619696253112012,215.3846153846154,1997.7386997292124,81.2344700541635,520000.0,119.15488085026122,58.90640004285737,101.58071891783644,4885.0,False,Budget,0,2.7,6.3,False,4885.0,2442500.0,2442500.0,500.0,1.0,15.40168004816729,6.90875477931522,72.49209064804495,42.44839508377632,42.44839508377632,64.80799309903024,4547500.0,6028000.0,10,5314460.461796663,1000.0,72492.09064804495,43.75,Under Construction,27.8,Navi Mumbai International Airport (NMIA),4565473.062231777,93.5,Above Market,-319526.93776822276,-6.5,6.0,42.2
11000000,620,2,2,Apartment,Unfurnished,19.11765671,72.93296814,Vikhroli,4.594532095026136,1.7289566065921282,5.239901545885798,0.5432679165697394,1.2123086485041663,6.343327624301804,162.5668449197861,19586.237250785,89.81527223421524,2100000.0,146.05853298323655,68.23835144226837,107.95633624503336,17741.935483870966,False,Mid-Range,0,19.2,-19.4,False,17741.935483870966,5500000.0,5500000.0,310.0,1.0,16.213405921671733,6.431331081933479,22.273193340524823,8.389977166761591,7.535502808845717,4.332063123035523,14900000.0,20946190.944055945,143,16464591.481889492,718.0,13809.379871125391,2.35,Under Construction,27.8,Mumbai Metro Line 4 (Wadala-Ghatkopar-Mulund-Thane),12328935.380535208,112.1,Below Market,1328935.3805352077,12.1,3.6,75.6
9900000,650,2,2,Apartment,Unfurnished,19.12030029,72.93789673,Vikhroli,4.1046306087658655,1.233776393919127,4.686355805403239,0.8730604549232214,1.6757457741357848,6.566494092651364,162.5668449197861,21732.44255697812,88.55049068698439,2100000.0,146.14653791042778,66.96986603067761,98.63250234062752,15230.76923076923,False,Mid-Range,0,15.2,-30.8,False,15230.76923076923,4950000.0,4950000.0,325.0,1.0,16.108045416114916,6.478509642208569,22.77479577955672,8.128290502260464,8.118700373164021,4.88198771536763,14900000.0,20946190.944055945,143,16464591.481889492,718.0,14803.617256711867,2.59,Under Construction,31.8,Virar-Alibaug Multimodal Corridor,13052946.379878316,131.8,Underpriced,3152946.379878316,31.8,3.6,78.4
21500000,745,2,2,Apartment,Unfurnished,19.19948769,72.84616089,Kandivali,0.8551266046622931,2.159532792579994,8.032290719148675,0.7569745541674692,1.1120768815356985,0.99384782363978,162.5668449197861,24052.85260745245,88.45766819746686,2100000.0,149.52424805548154,68.58426493596394,97.32228860085584,28859.060402684565,False,Luxury,0,28.3,46.2,False,28859.060402684565,10750000.0,10750000.0,372.5,1.0,16.88356353960952,6.61472560020376,28.897680754332246,3.4421151098292926,13.685906952586636,8.083094062209106,15000000.0,17766811.197492164,319,11252444.426703904,758.0,21528.772161977522,1.84,Completed,29.6,Mumbai Metro Line 2A (Dahisar-DN Nagar),16718764.236493897,77.8,Overpriced,-4781235.763506103,-22.2,3.0,49.5
9000000,550,1,1,Apartment,Semi-Furnished,19.22662354,72.97582245,Thane,4.383373046743414,2.346616437316715,2.920428291390609,0.7017159144696867,2.581536256622997,9.691058322798067,106.3063063063063,9802.305056577132,86.49249343996526,2400000.0,129.0338583558773,54.553603096180446,89.33715029183641,16363.636363636364,False,Mid-Range,0,13.1,18.5,False,16363.636363636364,9000000.0,9000000.0,550.0,1.0,16.012735246411598,6.311734809152915,35.137133764549105,4.517149850329224,4.517149850329224,17.09304494588927,12100000.0,14701681.963855421,581,11855946.840707226,900.0,19325.423570502007,10.58,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),7436620.891692938,82.6,Overpriced,-1563379.1083070617,-17.4,3.0,63.3
9000000,1080,2,2,Apartment,Semi-Furnished,19.26681328,72.97154999,Thane,7.0264769400979645,0.934011298199304,4.159484936704856,2.063662876868452,4.243194287772705,5.200602584470831,106.3063063063063,11405.340119421911,86.12557714855643,2400000.0,121.44553154219751,55.536869453137626,101.18849032731842,8333.333333333334,False,Mid-Range,0,9.3,-39.7,False,8333.333333333334,4500000.0,4500000.0,540.0,1.0,16.012735246411598,6.985641817639208,39.07116804005861,8.996584363198913,8.996584363198913,20.665990878400706,12100000.0,14701681.963855421,581,11855946.840707226,900.0,42196.861483263296,13.68,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),10510777.550008504,116.8,Underpriced,1510777.5500085037,16.8,5.5,67.5
8600000,890,2,2,Apartment,Semi-Furnished,19.26828384,72.97466278,Thane,6.933036915814282,0.7100186249889826,3.806216591367349,1.8413306700555536,4.414658653205151,5.072521128265305,106.3063063063063,12135.923871444376,89.27542987081632,2400000.0,130.04465631839156,60.6050735941738,101.10374962244796,9662.921348314609,False,Mid-Range,0,12.1,-30.0,False,9662.921348314607,4300000.0,4300000.0,445.0,1.0,15.967272877502799,6.792344427470809,39.34374824625502,9.150193610324841,9.150193610324841,20.963404007030338,12100000.0,14701681.963855421,581,11855946.840707226,900.0,35015.935939166964,14.0,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),10140027.176204447,117.9,Underpriced,1540027.1762044467,17.9,5.6,67.5
7700000,850,2,2,Apartment,Semi-Furnished,19.2734108,72.95925903,Thane,5.980613706336269,2.4021634460367225,4.117702985377571,1.4467808996248437,2.780962934661919,4.545629762364319,106.3063063063063,9532.265200899472,89.10479977742972,2400000.0,125.22793648979092,60.21778043601853,89.65483176638774,9058.823529411764,False,Mid-Range,0,7.5,-34.4,False,9058.823529411764,3850000.0,3850000.0,425.0,1.0,15.856731016694035,6.7464121285733745,39.30884222876929,9.871724929705522,9.871724929705522,20.718284517058287,12100000.0,14701681.963855421,581,11855946.840707226,900.0,33412.51589445389,13.66,Under Construction,32.8,Goregaon-Mulund Link Road (GMLR),9045147.885859873,117.5,Underpriced,1345147.8858598731,17.5,4.2,67.6
26900000,1750,3,3,Apartment,Unfurnished,19.04225349,73.06384277,Kharghar,1.8837891285311927,0.6460868011179524,12.59503166849466,1.4758444397061448,2.345348410976293,5.775420052210538,215.3846153846154,1990.8079620075248,84.7736119665444,520000.0,109.4581749792146,54.08981529867805,101.94788014674636,15371.42857142857,False,Luxury,0,16.9,55.4,False,15371.42857142857,8966666.666666666,8966666.666666666,583.3333333333334,1.0,17.10763688174679,7.467942332285852,26.57431660893119,7.7209623468204605,8.146066805676059,17.044764667297613,11800000.0,13188512.685393259,267,7303674.783734456,1175.0,46505.054065629585,3.3,Under Construction,30.8,Navi Mumbai Metro Line 1 (Belapur-Pendhar),23354410.406674497,86.8,Above Market,-3545589.593325503,-13.2,4.3,69.7
